,path,speakerId,transcription,intent,intentLbl
946,../smart-lights-en-close-field/speech_corpus/audio/192.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Change the lights in the entrance to blue,SetLightColor,3
1053,../smart-lights-en-close-field/speech_corpus/audio/1605.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,the light is too bright so turn it down,DecreaseBrightness,0
1077,../smart-lights-en-close-field/speech_corpus/audio/505.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,I would prefer that the changing room lights be lowered,DecreaseBrightness,0
1154,../smart-lights-en-close-field/speech_corpus/audio/262.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Dim the lights in the backyard.,DecreaseBrightness,0
1183,../smart-lights-en-close-field/speech_corpus/audio/1017.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Set the light color to blue,SetLightColor,3
1187,../smart-lights-en-close-field/speech_corpus/audio/1389.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,change lights to blue,SetLightColor,3
1191,../smart-lights-en-close-field/speech_corpus/audio/697.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Make lights less bright in the laundry room,DecreaseBrightness,0
1220,../smart-lights-en-close-field/speech_corpus/audio/1102.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,The laundry room is too bright.,DecreaseBrightness,0
1255,../smart-lights-en-close-field/speech_corpus/audio/1132.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Turn down bed room lights,DecreaseBrightness,0
1260,../smart-lights-en-close-field/speech_corpus/audio/663.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Lower the brightness in the garden,DecreaseBrightness,0
45,../smart-lights-en-close-field/speech_corpus/audio/1142.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Turn down the light intensity in the dining room.,DecreaseBrightness,0
64,../smart-lights-en-close-field/speech_corpus/audio/213.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Color lights red,SetLightColor,3
67,../smart-lights-en-close-field/speech_corpus/audio/1390.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,change lights to pink,SetLightColor,3
320,../smart-lights-en-close-field/speech_corpus/audio/179.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,Change the laundry room lights to green.,SetLightColor,3
532,../smart-lights-en-close-field/speech_corpus/audio/389.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,I want living room lights to be changed to pink,SetLightColor,3
586,../smart-lights-en-close-field/speech_corpus/audio/397.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,I want red lighting.,SetLightColor,3
602,../smart-lights-en-close-field/speech_corpus/audio/1465.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,kids bedroom lights to red please,SetLightColor,3
624,../smart-lights-en-close-field/speech_corpus/audio/784.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,Make the lights pink,SetLightColor,3
1068,../smart-lights-en-close-field/speech_corpus/audio/1428.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,green lights on in living room,SetLightColor,3
1239,../smart-lights-en-close-field/speech_corpus/audio/60.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,Can you change the bathroom light blue,SetLightColor,3
1,../smart-lights-en-close-field/speech_corpus/audio/760.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,Make the lights blue.,SetLightColor,3
39,../smart-lights-en-close-field/speech_corpus/audio/1398.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,"create mood in bed room, turn lights to red",SetLightColor,3
684,../smart-lights-en-close-field/speech_corpus/audio/1230.wav,83149db9-cf71-4987-886f-f07607ab8f90,Turn on the toilet lights,SwitchLightOn,5
865,../smart-lights-en-close-field/speech_corpus/audio/529.wav,83149db9-cf71-4987-886f-f07607ab8f90,I'd like the lights to be turned on,SwitchLightOn,5
1114,../smart-lights-en-close-field/speech_corpus/audio/1236.wav,83149db9-cf71-4987-886f-f07607ab8f90,Turn the basement lights down,DecreaseBrightness,0
1244,../smart-lights-en-close-field/speech_corpus/audio/1235.wav,83149db9-cf71-4987-886f-f07607ab8f90,Turn the basement light intensity to ten,SetLightBrightness,2
1302,../smart-lights-en-close-field/speech_corpus/audio/528.wav,83149db9-cf71-4987-886f-f07607ab8f90,I'd like the lights to be shutdown,SwitchLightOff,4
151,../smart-lights-en-close-field/speech_corpus/audio/1015.wav,83149db9-cf71-4987-886f-f07607ab8f90,Set the laundry room lighting to ten percent,SetLightBrightness,2
61,../smart-lights-en-close-field/speech_corpus/audio/522.wav,83149db9-cf71-4987-886f-f07607ab8f90,I'd like the lights in the entrance to be on,SwitchLightOn,5
22,../smart-lights-en-close-field/speech_corpus/audio/1532.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,please increase the brightness,IncreaseBrightness,1
106,../smart-lights-en-close-field/speech_corpus/audio/932.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,Please turn the patio lights up for me.,IncreaseBrightness,1
166,../smart-lights-en-close-field/speech_corpus/audio/762.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,Make the lights brighter in the studio.,IncreaseBrightness,1
371,../smart-lights-en-close-field/speech_corpus/audio/677.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,Make it a little less dark in the backyard.,IncreaseBrightness,1
373,../smart-lights-en-close-field/speech_corpus/audio/1370.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,can you increase the brightness,IncreaseBrightness,1
408,../smart-lights-en-close-field/speech_corpus/audio/86.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,Can you make the bed room lights go up,IncreaseBrightness,1
754,../smart-lights-en-close-field/speech_corpus/audio/345.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,I need some more light in here.,IncreaseBrightness,1
892,../smart-lights-en-close-field/speech_corpus/audio/1432.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,hey brighten the bedroom,IncreaseBrightness,1
1104,../smart-lights-en-close-field/speech_corpus/audio/351.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,I need the lighting cranked up a little.,IncreaseBrightness,1
147,../smart-lights-en-close-field/speech_corpus/audio/1087.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,The bedroom lights need to be brighter right now,IncreaseBrightness,1
233,../smart-lights-en-close-field/speech_corpus/audio/767.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Make the lights green,SetLightColor,3
401,../smart-lights-en-close-field/speech_corpus/audio/297.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Have the lights turn blue,SetLightColor,3
443,../smart-lights-en-close-field/speech_corpus/audio/67.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Can you change the lights to green,SetLightColor,3
724,../smart-lights-en-close-field/speech_corpus/audio/1120.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,The toilets should have green lighting.,SetLightColor,3
941,../smart-lights-en-close-field/speech_corpus/audio/217.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Could you change the light to red,SetLightColor,3
1157,../smart-lights-en-close-field/speech_corpus/audio/176.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Change the kids bedroom lightbulb color to green,SetLightColor,3
1186,../smart-lights-en-close-field/speech_corpus/audio/1304.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Turn the lights pink please.,SetLightColor,3
1211,../smart-lights-en-close-field/speech_corpus/audio/53.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Can the laundry room have green lights?,SetLightColor,3
18,../smart-lights-en-close-field/speech_corpus/audio/557.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,In the entrance make the lights pink,SetLightColor,3
20,../smart-lights-en-close-field/speech_corpus/audio/1234.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Turn the backyard lights pink,SetLightColor,3
363,../smart-lights-en-close-field/speech_corpus/audio/690.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,Make it dimmer in here,DecreaseBrightness,0
417,../smart-lights-en-close-field/speech_corpus/audio/1491.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,lower kids bedroom lights,DecreaseBrightness,0
1009,../smart-lights-en-close-field/speech_corpus/audio/1535.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,please lower basement lights,DecreaseBrightness,0
1138,../smart-lights-en-close-field/speech_corpus/audio/1410.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,dim the kids bedroom lights,DecreaseBrightness,0
1209,../smart-lights-en-close-field/speech_corpus/audio/1439.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,i want you to make the light dimmer,DecreaseBrightness,0
62,../smart-lights-en-close-field/speech_corpus/audio/1458.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,is it possible to turn down the light in the living room,DecreaseBrightness,0
85,../smart-lights-en-close-field/speech_corpus/audio/511.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,I'd like it a little darker,DecreaseBrightness,0
152,../smart-lights-en-close-field/speech_corpus/audio/634.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,Let's lower the intensity of the lights,DecreaseBrightness,0
58,../smart-lights-en-close-field/speech_corpus/audio/122.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,Can you turn down the lights?,DecreaseBrightness,0
114,../smart-lights-en-close-field/speech_corpus/audio/842.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,Please dim lights,DecreaseBrightness,0
41,../smart-lights-en-close-field/speech_corpus/audio/1380.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,can you turn the lights down,DecreaseBrightness,0
91,../smart-lights-en-close-field/speech_corpus/audio/1632.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,turn off all bedroom lamps please,SwitchLightOff,4
100,../smart-lights-en-close-field/speech_corpus/audio/707.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make sure the lights brighter so I can see,IncreaseBrightness,1
107,../smart-lights-en-close-field/speech_corpus/audio/1636.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,turn off the lamps,SwitchLightOff,4
110,../smart-lights-en-close-field/speech_corpus/audio/1431.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,help me turn down the light in the cellar,DecreaseBrightness,0
158,../smart-lights-en-close-field/speech_corpus/audio/1241.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn the brightness down,DecreaseBrightness,0
185,../smart-lights-en-close-field/speech_corpus/audio/787.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make the lights the color red,SetLightColor,3
197,../smart-lights-en-close-field/speech_corpus/audio/40.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Boost the brightness of the lights.,IncreaseBrightness,1
228,../smart-lights-en-close-field/speech_corpus/audio/1359.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,"bathroom is too dark, increase the brightness",IncreaseBrightness,1
234,../smart-lights-en-close-field/speech_corpus/audio/152.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Change lights to pink,SetLightColor,3
241,../smart-lights-en-close-field/speech_corpus/audio/1384.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,change brightness of lights in the toilets to twenty percent,SetLightBrightness,2
299,../smart-lights-en-close-field/speech_corpus/audio/1565.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,set brightness of house to fifty,SetLightBrightness,2
307,../smart-lights-en-close-field/speech_corpus/audio/894.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Please switch to the green light,SetLightColor,3
331,../smart-lights-en-close-field/speech_corpus/audio/81.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Can you increase the lighting level in the studio?,IncreaseBrightness,1
409,../smart-lights-en-close-field/speech_corpus/audio/1446.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,increase brightness in the lounge,IncreaseBrightness,1
421,../smart-lights-en-close-field/speech_corpus/audio/1175.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn off the cellar lights,SwitchLightOff,4
438,../smart-lights-en-close-field/speech_corpus/audio/559.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,In the kids bedroom make the lights pink,SetLightColor,3
553,../smart-lights-en-close-field/speech_corpus/audio/1276.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn the lights in the waiting room to five.,SetLightBrightness,2
557,../smart-lights-en-close-field/speech_corpus/audio/1161.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn lighting red,SetLightColor,3
566,../smart-lights-en-close-field/speech_corpus/audio/740.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make the large meeting room lights to thirty nine brightness,SetLightBrightness,2
571,../smart-lights-en-close-field/speech_corpus/audio/89.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Can you make the lights brighter?,IncreaseBrightness,1
591,../smart-lights-en-close-field/speech_corpus/audio/1114.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,The lights in the kids bedroom are too dark.,IncreaseBrightness,1
605,../smart-lights-en-close-field/speech_corpus/audio/1174.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn off the bathroom lights,SwitchLightOff,4
612,../smart-lights-en-close-field/speech_corpus/audio/1139.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn down the brightness please,DecreaseBrightness,0
659,../smart-lights-en-close-field/speech_corpus/audio/482.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I want to set the light to ten,SetLightBrightness,2
660,../smart-lights-en-close-field/speech_corpus/audio/1653.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,turn the light down in the backyard,DecreaseBrightness,0
662,../smart-lights-en-close-field/speech_corpus/audio/1338.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn up the lights in the toilets.,IncreaseBrightness,1
691,../smart-lights-en-close-field/speech_corpus/audio/354.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I need the lights near the toilets to be brighter,IncreaseBrightness,1
692,../smart-lights-en-close-field/speech_corpus/audio/1503.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,make lights red,SetLightColor,3
715,../smart-lights-en-close-field/speech_corpus/audio/1420.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,entrance lights to pink please ,SetLightColor,3
737,../smart-lights-en-close-field/speech_corpus/audio/365.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I need to lamps all off now,SwitchLightOff,4
748,../smart-lights-en-close-field/speech_corpus/audio/1382.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,change and set backyard lights to brightness setting of twelve,SetLightBrightness,2
763,../smart-lights-en-close-field/speech_corpus/audio/1354.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,all lights off,SwitchLightOff,4
783,../smart-lights-en-close-field/speech_corpus/audio/1455.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,increase the brightness of the lights.,IncreaseBrightness,1
829,../smart-lights-en-close-field/speech_corpus/audio/794.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make the meeting room lights fifty.,SetLightBrightness,2
859,../smart-lights-en-close-field/speech_corpus/audio/1468.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,laundry room brightness five,SetLightBrightness,2
872,../smart-lights-en-close-field/speech_corpus/audio/620.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,It's too dark in here.,IncreaseBrightness,1
878,../smart-lights-en-close-field/speech_corpus/audio/1457.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,is it possible to turn down the light,DecreaseBrightness,0
905,../smart-lights-en-close-field/speech_corpus/audio/1665.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,turn up the brightness in the studio,IncreaseBrightness,1
930,../smart-lights-en-close-field/speech_corpus/audio/366.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I need to lamps all off now please,SwitchLightOff,4
975,../smart-lights-en-close-field/speech_corpus/audio/1092.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,The cellar needs to be brighter,IncreaseBrightness,1
988,../smart-lights-en-close-field/speech_corpus/audio/507.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I'd like all lights off.,SwitchLightOff,4
1012,../smart-lights-en-close-field/speech_corpus/audio/693.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make laundry room green,SetLightColor,3
1070,../smart-lights-en-close-field/speech_corpus/audio/1589.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,switch off the lamps please,SwitchLightOff,4
1101,../smart-lights-en-close-field/speech_corpus/audio/656.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Lower brightness in the backyard,DecreaseBrightness,0
1135,../smart-lights-en-close-field/speech_corpus/audio/1666.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,turn up the lights in the kitchen.,IncreaseBrightness,1
1140,../smart-lights-en-close-field/speech_corpus/audio/182.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Change the light color to pink please,SetLightColor,3
1162,../smart-lights-en-close-field/speech_corpus/audio/46.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Brighter,IncreaseBrightness,1
1185,../smart-lights-en-close-field/speech_corpus/audio/827.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Please change the color in the large meeting room to pink.,SetLightColor,3
1198,../smart-lights-en-close-field/speech_corpus/audio/1628.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,turn down the lights in the entrance room,DecreaseBrightness,0
1213,../smart-lights-en-close-field/speech_corpus/audio/219.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Could you increase the light brightness in the dining room?,IncreaseBrightness,1
1227,../smart-lights-en-close-field/speech_corpus/audio/1573.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,set the pantry brightness to twenty,SetLightBrightness,2
1235,../smart-lights-en-close-field/speech_corpus/audio/785.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make the lights pink.,SetLightColor,3
1237,../smart-lights-en-close-field/speech_corpus/audio/288.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Give me more light in the bathroom,IncreaseBrightness,1
1240,../smart-lights-en-close-field/speech_corpus/audio/999.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Set the brightness to fifty.,SetLightBrightness,2
1274,../smart-lights-en-close-field/speech_corpus/audio/310.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Help me set the brighness to twelve,SetLightBrightness,2
1290,../smart-lights-en-close-field/speech_corpus/audio/1564.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,set brightness of all lights to fifty,SetLightBrightness,2
1292,../smart-lights-en-close-field/speech_corpus/audio/1513.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,modify brightness of living room light bulb to seventy-three,SetLightBrightness,2
1305,../smart-lights-en-close-field/speech_corpus/audio/743.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make the light brighter.,IncreaseBrightness,1
17,../smart-lights-en-close-field/speech_corpus/audio/738.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make the kids room brighter,IncreaseBrightness,1
31,../smart-lights-en-close-field/speech_corpus/audio/1016.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Set the light brightness level to twenty,SetLightBrightness,2
43,../smart-lights-en-close-field/speech_corpus/audio/1358.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,bathroom brightness to twenty two,SetLightBrightness,2
121,../smart-lights-en-close-field/speech_corpus/audio/1452.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,increase the brightness in the basement.,IncreaseBrightness,1
25,../smart-lights-en-close-field/speech_corpus/audio/1472.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,light bulb brightness ten percent,SetLightBrightness,2
36,../smart-lights-en-close-field/speech_corpus/audio/869.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Please make the lights pink,SetLightColor,3
37,../smart-lights-en-close-field/speech_corpus/audio/212.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Color lights pink,SetLightColor,3
59,../smart-lights-en-close-field/speech_corpus/audio/167.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Change the color of lights to red,SetLightColor,3
84,../smart-lights-en-close-field/speech_corpus/audio/1566.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,set brightness to five,SetLightBrightness,2
92,../smart-lights-en-close-field/speech_corpus/audio/828.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Please change the color of the lights red.,SetLightColor,3
118,../smart-lights-en-close-field/speech_corpus/audio/867.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Please make the lights green,SetLightColor,3
119,../smart-lights-en-close-field/speech_corpus/audio/872.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Please put off the pantry lights,SwitchLightOff,4
136,../smart-lights-en-close-field/speech_corpus/audio/1654.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,turn the light down in the bedroom,DecreaseBrightness,0
149,../smart-lights-en-close-field/speech_corpus/audio/196.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Change the lights in the toilet green,SetLightColor,3
11,../smart-lights-en-close-field/speech_corpus/audio/1444.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,in my kids room turn the lights off.,SwitchLightOff,4
92,../smart-lights-en-close-field/speech_corpus/audio/1051.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Shut the lights off.,SwitchLightOff,4
94,../smart-lights-en-close-field/speech_corpus/audio/1060.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Stop the lights.,SwitchLightOff,4
265,../smart-lights-en-close-field/speech_corpus/audio/1177.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Turn off the lighting.,SwitchLightOff,4
574,../smart-lights-en-close-field/speech_corpus/audio/1187.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Turn off the lights in the bedroom,SwitchLightOff,4
798,../smart-lights-en-close-field/speech_corpus/audio/1192.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Turn off the lights in the toilets,SwitchLightOff,4
873,../smart-lights-en-close-field/speech_corpus/audio/1045.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Shut off the lights in the garage.,SwitchLightOff,4
1254,../smart-lights-en-close-field/speech_corpus/audio/1280.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Turn the lights off in the dining room,SwitchLightOff,4
1259,../smart-lights-en-close-field/speech_corpus/audio/1043.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Shut down the lights.,SwitchLightOff,4
49,../smart-lights-en-close-field/speech_corpus/audio/907.wav,974d3dfa-d5ed-4f7a-a2d8-e72d521c69ce,Please turn off the lighting.,SwitchLightOff,4
364,../smart-lights-en-close-field/speech_corpus/audio/177.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,Change the kitchen lights to green.,SetLightColor,3
449,../smart-lights-en-close-field/speech_corpus/audio/500.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,I would like the lights to change to green.,SetLightColor,3
926,../smart-lights-en-close-field/speech_corpus/audio/831.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,Please change the light color in the kitchen to blue.,SetLightColor,3
963,../smart-lights-en-close-field/speech_corpus/audio/191.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,Change the lights in the child's bedroom to pink.,SetLightColor,3
995,../smart-lights-en-close-field/speech_corpus/audio/1104.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,The light color in the waiting room should be green.,SetLightColor,3
1091,../smart-lights-en-close-field/speech_corpus/audio/153.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,Change lights to red.,SetLightColor,3
1119,../smart-lights-en-close-field/speech_corpus/audio/438.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,I want the lights in the laundry room to change to red.,SetLightColor,3
86,../smart-lights-en-close-field/speech_corpus/audio/289.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,Give me pink lights.,SetLightColor,3
100,../smart-lights-en-close-field/speech_corpus/audio/742.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,Make the laundry room lights red.,SetLightColor,3
114,../smart-lights-en-close-field/speech_corpus/audio/1115.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,The lights in the living room need to be blue.,SetLightColor,3
175,../smart-lights-en-close-field/speech_corpus/audio/437.wav,9f6716f3-279d-4489-8e33-500a052465cd,I want the lights in the bed room set to five.,SetLightBrightness,2
372,../smart-lights-en-close-field/speech_corpus/audio/954.wav,9f6716f3-279d-4489-8e33-500a052465cd,Put the kids bedroom lights on twelve,SetLightBrightness,2
374,../smart-lights-en-close-field/speech_corpus/audio/51.wav,9f6716f3-279d-4489-8e33-500a052465cd,Bring the cellar lights up to two,SetLightBrightness,2
643,../smart-lights-en-close-field/speech_corpus/audio/1116.wav,9f6716f3-279d-4489-8e33-500a052465cd,The lights in the living room should be on twenty two.,SetLightBrightness,2
652,../smart-lights-en-close-field/speech_corpus/audio/165.wav,9f6716f3-279d-4489-8e33-500a052465cd,Change the brightness to two.,SetLightBrightness,2
858,../smart-lights-en-close-field/speech_corpus/audio/1322.wav,9f6716f3-279d-4489-8e33-500a052465cd,Turn the vestibule lights to two.,SetLightBrightness,2
904,../smart-lights-en-close-field/speech_corpus/audio/978.wav,9f6716f3-279d-4489-8e33-500a052465cd,Set cellar lights to fifty,SetLightBrightness,2
1271,../smart-lights-en-close-field/speech_corpus/audio/1014.wav,9f6716f3-279d-4489-8e33-500a052465cd,Set the kids bedroom lights to five,SetLightBrightness,2
7,../smart-lights-en-close-field/speech_corpus/audio/282.wav,9f6716f3-279d-4489-8e33-500a052465cd,Get the laundry room lights up to twenty two,SetLightBrightness,2
24,../smart-lights-en-close-field/speech_corpus/audio/1021.wav,9f6716f3-279d-4489-8e33-500a052465cd,Set the lights in the laundry room to seventy-three.,SetLightBrightness,2
125,../smart-lights-en-close-field/speech_corpus/audio/1645.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,turn on the lights in the bathroom,SwitchLightOn,5
253,../smart-lights-en-close-field/speech_corpus/audio/468.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,I want the toilet lights to be at twelve,SetLightBrightness,2
545,../smart-lights-en-close-field/speech_corpus/audio/1644.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,turn on the lights,SwitchLightOn,5
587,../smart-lights-en-close-field/speech_corpus/audio/1252.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,Turn the changing room lights off,SwitchLightOff,4
606,../smart-lights-en-close-field/speech_corpus/audio/733.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,Make the entrance lights less intense,DecreaseBrightness,0
668,../smart-lights-en-close-field/speech_corpus/audio/1640.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,turn office light to thirty nine,SetLightBrightness,2
1265,../smart-lights-en-close-field/speech_corpus/audio/1423.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,get the bedroom dark,SwitchLightOff,4
1318,../smart-lights-en-close-field/speech_corpus/audio/579.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,Increase the brightness of the kitchen lights,IncreaseBrightness,1
133,../smart-lights-en-close-field/speech_corpus/audio/1425.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,gimme lights in the kitchen,SwitchLightOn,5
35,../smart-lights-en-close-field/speech_corpus/audio/125.wav,aa5bc53b-9148-4b5f-835f-8653c89bc6ae,Can you turn off the lights,SwitchLightOff,4
38,../smart-lights-en-close-field/speech_corpus/audio/1061.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Switch all of the lights to the off position in the vestibule,SwitchLightOff,4
